taxon,18S,atpB,ndhF,trnL-trnF,
Tetracoccus_dioicus,FJ669708.1,AY788256.1,FJ670118.1,,
Tetracoccus_hallii,,,,,
Tetracoccus_ilicifolius,,,,,
Lepidospartum_latisquamum,,,,,
Lepidospartum_squamatum,,,,,
Tetradymia_argyraea,,,,,
Tetradymia_axillaris,,,,,
Tetradymia_canescens,,,,,
Tetradymia_comosa,,,,,
Tetradymia_glabrata,,,,,
Tetradymia_spinosa,,,,,
Tetradymia_stenolepis,,,,,
Tetradymia_tetrameres,,,,,
Tetraneuris_acaulis,,,,,
Tetrapteron_graciliflorum,,,,AY264535.1,
Tetrapteron_palmeri,,,,,
Teucrium_cubense,,,,,
Teucrium_glandulosum,,,,,
Thalictrum_alpinum,,,,JX573437.1,
Thalictrum_fendleri,,,,JX573459.1,
Thalictrum_occidentale,,,,JX573476.1,
Thalictrum_sparsiflorum,,,,JX573504.1,
Thamnosma_montana,,FN552638.1,,EF489220.1,
Caulanthus_californicus,,,,,
Caulanthus_cooperi,,,EU718528.1,,
Caulanthus_coulteri,,,,,
Caulanthus_heterophyllus,,,EU718535.1,EU620342.1,
Caulanthus_inflatus,,,EU718533.1,AY958534.1,
Caulanthus_lemmonii,,,,,
Caulanthus_anceps,,,,JF827264.1,
Caulanthus_flavescens,,,EU718548.1,JF827268.1,
Caulanthus_lasiophyllus,,,EU718534.1,JF827262.1,
Caulanthus_amplexicaulis,,,EU718527.1,,
Caulanthus_crassicaulis,,,DQ288750.1,EU620341.1,
Caulanthus_hallii,,,EU718531.1,,
Caulanthus_major,,,,,
Caulanthus_simulans,,,,,
Stanleya_elata,,,,,
Stanleya_pinnata,,AJ132284.1,DQ288832.1,EU620381.1,
Stanleya_viridiflora,,,EU718577.1,,
Streptanthus_barbatus,,,EU718581.1,,
Streptanthus_barbiger,,,EU718583.1,,
Streptanthus_batrachopus,,,,,
Streptanthus_bernardinus,,,,,
Streptanthus_brachiatus,,,,,
Streptanthus_breweri,,,EU718584.1,,
Streptanthus_callistus,,,,,
Streptanthus_campestris,,,,AY958571.1,
Streptanthus_cordatus,,,EU718586.1,AY958574.1,
Streptanthus_diversifolius,,,,,
Streptanthus_drepanoides,,,,,
Streptanthus_farnsworthianus,,,,,
Streptanthus_fenestratus,,,,,
Streptanthus_glandulosus,,,EU718587.1,AY958575.1,
Streptanthus_gracilis,,,,,
Streptanthus_hesperidis,,,,,
Streptanthus_hispidus,,,EU718588.1,,
Streptanthus_howellii,,,,,
Streptanthus_insignis,,,,,
Streptanthus_longisiliquus,,,,,
Streptanthus_morrisonii,,,,,
Streptanthus_oblanceolatus,,,,,
Streptanthus_oliganthus,,,EU718593.1,,
Streptanthus_polygaloides,,,EU718595.1,,
Streptanthus_tortuosus,,,EU718598.1,EU620387.1,
Streptanthus_vernalis,,,,,
Streptanthus_vimineus,,,,,
Caulanthus_glaucus,,,,,
Caulanthus_pilosus,,,,,
Thelypodium_brachycarpum,,,,,
Thelypodium_crispum,,,EU718605.1,,
Thelypodium_flexuosum,,,,AY958582.1,
Thelypodium_howellii,,,,,
Thelypodium_integrifolium,,,EU718606.1,,
Thelypodium_laciniatum,,,DQ288838.1,EU620392.1,
Thelypodium_milleflorum,,,,,
Thelypodium_stenopetalum,,,,,
Thelypteris_nevadensis,,,,AF425138.1,
Thelypteris_puberula,,,,,
Thermopsis_californica,,,,,
Thermopsis_gracilis,,,,,
Thermopsis_macrophylla,,,,,
Thermopsis_robusta,,,,,
Thuja_plicata,JF725733.1,AY664836.1,AY902177.1,AY988228.1,
Thymophylla_pentachaeta,,,L39467.1,,
Thysanocarpus_conchuliferus,,,,GU246186.1,
Thysanocarpus_curvipes,,,EU718613.1,GU246212.1,
Thysanocarpus_desertorum,,,,GU246216.1,
Thysanocarpus_laciniatus,,,,GU246225.1,
Thysanocarpus_radians,,,,GU246235.1,
Thysanocarpus_rigidus,,,,GU246237.1,
Tiarella_trifoliata,,,,,
Tidestromia_lanuginosa,,,,EF688791.1,
Tidestromia_suffruticosa,,,,EF688793.1,
Tiquilia_canescens,,,DQ197258.1,,
Tiquilia_nuttallii,,,DQ197282.1,,
Tiquilia_palmeri,,,DQ197281.1,,
Tiquilia_plicata,,AJ504840.1,DQ197274.1,,
Tolmiea_diplomenziesii,,,,,
Tonella_tenella,,,,,
Torreya_californica,,AJ621934.1,AY902173.1,EF660643.1,
Torreyochloa_erecta,,,,,
Torreyochloa_pallida,,DQ781018.1,DQ786872.1,FJ394584.1,
Townsendia_condensata,,,,,
Townsendia_leptotes,,,,,
Townsendia_scapigera,,,,,
Toxicodendron_diversilobum,,,AY677205.1,AY677208.1,
Toxicoscordion_brevibracteatum,,,,,
Toxicoscordion_exaltatum,,,,AF303687.1,
Toxicoscordion_fontanum,,,,AF303682.1,
Toxicoscordion_fremontii,,KM242726.1,KM242877.1,AF303688.1,
Toxicoscordion_micranthum,,,,AF303686.1,
Toxicoscordion_paniculatum,,KM242727.1,KM242878.1,AF303689.1,
Toxicoscordion_venenosum,,KM242728.1,KM242879.1,AF303684.1,
Tragia_ramosa,,,,,
Transberingia_bursifolia,,,,AF307553.1,
Trautvetteria_caroliniensis,,EU053896.1,,FJ626550.1,
Triantha_occidentalis,,,,,
Trianthema_portulacastrum,,,,KJ848262.1,
Tricardia_watsonii,,,AF047775.1,,
Trichocoronis_wrightii,,,,,
Trichophorum_clementis,,,,,
Trichophorum_pumilum,,,KJ513566.1,AB643656.1,
Trichoptilium_incisum,,,,,
Trichostema_austromontanum,,,AY115906.1,,
Trichostema_lanatum,,,AY115900.1,,
Trichostema_lanceolatum,,,AY115902.1,,
Trichostema_laxum,,,AY115904.1,,
Trichostema_micranthum,,,AY115903.1,,
Trichostema_oblongum,,,AY115907.1,,
Trichostema_ovatum,,,AY115901.1,,
Trichostema_parishii,,,AY115899.1,,
Trichostema_rubisepalum,,,,,
Trichostema_ruygtii,,,,,
Trichostema_simulatum,,,AY115905.1,,
Tridens_muticus,,,GU359682.1,EF156740.1,
Trientalis_europaea,,AF213790.1,AF213763.1,AY855130.1,
Trientalis_latifolia,,,,,
Trifolium_breweri,,,,,
Trifolium_bolanderi,,,,,
Trifolium_kingii,,,,,
Trifolium_lemmonii,,,,,
Trifolium_productum,,,,,
Trifolium_beckwithii,,,,,
Trifolium_macrocephalum,,,,,
Trifolium_barbigerum,,,,,
Trifolium_buckwestiorum,,,,,
Trifolium_cyathiferum,,,,,
Trifolium_depauperatum,,,,,
Trifolium_fucatum,,,,,
Trifolium_grayi,,,,,
Trifolium_hydrophilum,,,,,
Trifolium_jokerstii,,,,,
Trifolium_monanthum,,,,,
Trifolium_obtusiflorum,,,,,
Trifolium_polyodon,,,,,
Trifolium_siskiyouense,,,,,
Trifolium_trichocalyx,,,,,
Trifolium_variegatum,,,,,
Trifolium_willdenovii,,,,,
Trifolium_wormskioldii,,,,,
Trifolium_microcephalum,,,,,
Trifolium_microdon,,,,,
Trifolium_albopurpureum,,,,,
Trifolium_amoenum,,,,,
Trifolium_bifidum,,,,,
Trifolium_ciliolatum,,,,,
Trifolium_dichotomum,,,,,
Trifolium_gracilentum,,,,,
Trifolium_macraei,,,,,
Trifolium_oliganthum,,,,,
Trifolium_olivaceum,,,,,
Trifolium_palmeri,,,,,
Trifolium_andersonii,,,,,
Trifolium_howellii,,,,,
Trifolium_eriocephalum,,,,,
Trifolium_gymnocarpon,,,,,
Trifolium_longipes,,,,,
Triglochin_concinna,,,,,
Triglochin_maritima,AF197586.1,AF197601.1,AF546998.1,DQ786415.1,
Triglochin_palustris,,,,,
Triglochin_scilloides,AF168857.1,,,,
Triglochin_striata,,,,,
Trillium_ovatum,,KM242745.1,KM242895.1,DQ404262.1,
Trillium_albidum,,KM242730.1,KM242881.1,DQ404266.1,
Trillium_angustipetalum,,KM242732.1,KM242883.1,,
Trillium_chloropetalum,,KM242734.1,,HG475376.1,
Triphysaria_eriantha,U38316.1,,,FJ939265.1,
Triphysaria_micrantha,,,,EF103893.1,
Triphysaria_floribunda,,,,EF103892.1,
Triphysaria_pusilla,,,,EF103894.1,
Triphysaria_versicolor,,,,EF103895.1,
Trisetum_canescens,,DQ781020.1,DQ786874.1,,
Trisetum_cernuum,,DQ781020.1,DQ786874.1,,
Trisetum_projectum,,,,,
Trisetum_spicatum,,,,FJ394585.1,
Trisetum_wolfii,,,,,
Trixis_californica,,,L39406.1,,
Tropidocarpum_californicum,,,,,
Tropidocarpum_capparideum,,,,,
Tropidocarpum_gracile,,,AY514394.1,,
Tsuga_heterophylla,,,,,
Tsuga_mertensiana,AB026945.1,,,,
Turritis_glabra,,,DQ288840.1,DQ310517.1,
Typha_latifolia,AF168880.1,AF168951.1,,JF319484.1,
Typha_angustifolia,AY952385.1,,U79230.2,JF319462.1,
Typha_domingensis,,,,JF319472.1,
Umbellularia_californica,,,,KF586684.1,
Hesperocnide_tenella,,,,KF559050.1,
Urtica_dioica,,AJ235635.2,,KF971226.1,
Utricularia_gibba,,AJ235636.2,,AF482648.1,
Utricularia_intermedia,,,,AF482651.1,
Utricularia_macrorhiza,,,,AF482657.1,
Utricularia_minor,,,,GU169706.1,
Utricularia_ochroleuca,,,,,
Vaccinium_cespitosum,,,AF419735.1,DQ073327.1,
Vaccinium_deliciosum,,,AF419744.1,,
Vaccinium_membranaceum,,,AF419755.1,,
Vaccinium_ovatum,,,,,
Vaccinium_parvifolium,,,AF419761.1,,
Vaccinium_scoparium,,,AF419766.1,,
Vaccinium_uliginosum,,AF420987.1,AF421078.1,GU361903.1,
Vahlodea_atropurpurea,,DQ781021.1,DQ786875.1,,
Valeriana_californica,,,AY362471.1,AY360118.1,
Valeriana_occidentalis,,,,AY792915.1,
Valeriana_pubicarpa,,,,,
Valeriana_sitchensis,,,AY362470.1,AY360117.1,
Vancouveria_chrysantha,,,,JN975678.1,
Vancouveria_hexandra,,,AY145159.1,FJ626560.1,
Vancouveria_planipetala,,,,AY667155.1,
Venegasia_carpesioides,,,AF384797.3,AY216252.1,
Veratrum_fimbriatum,,,,AF303676.1,
Veratrum_californicum,L39864.1,,,AF303673.1,
Veratrum_insolitum,,,,,
Veratrum_viride,,KM242763.1,KM242922.1,AF303675.1,
Verbena_bracteata,AJ236042.1,HQ384711.1,L36418.1,HQ412931.1,
Verbena_californica,,,,,
Verbena_gooddingii,,,,,
Verbena_hastata,,,HM216784.1,,
Verbena_lasiostachys,,,,,
Verbena_menthifolia,,,,,
Verbena_scabra,,,,,
Verbesina_dissita,,,,,
Synthyris_cordata,,,,,
Synthyris_missurica,,,,KJ630716.1,
Synthyris_reniformis,,,,,
Veronica_americana,,,,,
Veronica_copelandii,,,,AF513344.1,
Veronica_cusickii,,,,AY486443.1,
Veronica_peregrina,,,,AF486402.1,
Veronica_scutellata,,,,AF486393.1,
Veronica_serpyllifolia,,,,AF486400.1,
Veronica_wormskjoldii,,,,DQ232749.1,
Viburnum_edule,,,,,
Viburnum_ellipticum,,,HQ591653.1,,
Vicia_americana,,,,JX505714.1,
Vicia_gigantea,,,,,
Vicia_hassei,,,,,
Vicia_ludoviciana,,,,,
Viguiera_purisimae,,,,,
Viola_adunca,,,,,
Viola_bakeri,,,,JN620204.1,
Viola_beckwithii,,,,,
Viola_cuneata,,,,JN620202.1,
Viola_douglasii,,,,JN620203.1,
Viola_glabella,,,,JF767164.1,
Viola_hallii,,,,,
Viola_howellii,,,,,
Viola_langsdorffii,,,,JF767201.1,
Viola_lobata,,,,JF767161.1,
Viola_macloskeyi,,,,JF767198.1,
Viola_nephrophylla,,,,,
Viola_ocellata,,,,,
Viola_palustris,,,,JF767187.1,
Viola_pedunculata,,,,,
Viola_pinetorum,,,,,
Viola_praemorsa,,,,,
Viola_primulifolia,,,,JF767196.1,
Viola_purpurea,,,,JF767160.1,
Viola_sempervirens,,,,JN620206.1,
Viola_sheltonii,,,,JF767159.1,
Viola_tomentosa,,,,JN620205.1,
Vitis_californica,,,,GU815418.1,
Vitis_girdiana,,,,GU815426.1,
Washingtonia_filifera,AY012351.1,AY012408.1,AY044527.1,,
Whipplea_modesta,,JF298858.1,AJ400894.1,JF321191.1,
Wolffia_borealis,,,,,
Wolffia_brasiliensis,,,,,
Wolffia_columbiana,,,,AM933299.1,
Wolffia_globosa,,,,,
Wolffiella_lingulata,,,,,
Wolffiella_oblonga,,,,AM933298.1,
Woodsia_oregana,,,,,
Woodsia_plummerae,,JF832185.1,,,
Woodsia_scopulina,,,,,
Woodwardia_fimbriata,,,,,
Balsamorhiza_deltoidea,,,,,
Balsamorhiza_hirsuta,,,,,
Balsamorhiza_hookeri,,,,,
Balsamorhiza_lanata,,,,,
Balsamorhiza_macrolepis,,,,,
Balsamorhiza_sagittata,,,,,
Balsamorhiza_sericea,,,,,
Balsamorhiza_serrata,,,,,
Wyethia_angustifolia,,,,,
Wyethia_bolanderi,,,,,
Wyethia_elata,,,,,
Wyethia_glabra,,,,,
Wyethia_helenioides,,,,,
Wyethia_invenusta,,,,,
Wyethia_longicaulis,,,,,
Wyethia_mollis,,,,,
Wyethia_ovata,,,,,
Wyethia_reticulata,,,,,
Xanthisma_gracile,FR666704.1,,,,
Xanthisma_junceum,,,,,
Xanthisma_spinulosum,,,,,
Xanthium_spinosum,,,,,
Xanthium_strumarium,,,,,
Xerophyllum_tenax,AF207057.1,AJ132285.1,KM242925.1,HG475365.1,
Xylococcus_bicolor,,,,,
Xylorhiza_cognata,,,,,
Xylorhiza_orcuttii,,,,,
Xylorhiza_tortifolia,,,,,
Yabea_microcarpa,,,,,
Yucca_brevifolia,AF168882.1,,,EU585502.1,
Yucca_baccata,,,,EU092553.1,
Yucca_schidigera,,DQ069348.1,EU016683.1,EU092623.1,
Zannichellia_palustris,AF168883.1,HQ901522.1,HQ901547.1,DQ786418.1,
Zeltnera_davyi,,,,,
Zeltnera_exaltata,,,,AF402154.1,
Zeltnera_muehlenbergii,,,,AF402190.1,
Zeltnera_namophila,,,,AF402144.1,
Zeltnera_trichantha,,,,AF402143.1,
Zeltnera_venusta,,,,AF402148.1,
Ziziphus_obtusifolia,AY929374.1,AY935863.1,AY968519.1,DQ146552.1,
Ziziphus_parryi,,,,JN900317.1,
Zostera_marina,HQ445940.1,,,,
Zostera_pacifica,,,,,
