taxon,18S,atpB,ndhF,trnL-trnF,
Cordylanthus_eremicus,,,,EF103880.1,
Cordylanthus_kingii,,,,EF103878.1,
Cordylanthus_nevinii,,,,,
Cordylanthus_nidularius,,,,,
Cordylanthus_parviflorus,,,,,
Cordylanthus_pilosus,,,,EF103876.1,
Cordylanthus_pringlei,,,,EF103873.1,
Cordylanthus_ramosus,,,,EF103881.1,
Cordylanthus_rigidus,,,,EF103874.1,
Cordylanthus_tenuis,,,,EF103875.1,
Corethrogyne_filaginifolia,,,,,
Corispermum_americanum,,,,,
Cornus_glabrata,,,,,
Cornus_canadensis,,EU373573.1,EU373595.1,JF321150.1,
Cornus_nuttallii,,EU373568.1,EU373590.1,JF321132.1,
Cornus_sericea,,AY725918.1,AY725868.1,,
Cornus_sessilis,,EU373564.1,EU373587.1,JF321145.1,
Corydalis_aurea,,,,,
Corydalis_caseana,,,,LN610887.1,
Corylus_cornuta,,,,AY211419.1,
Coryphantha_alversonii,,,,,
Coryphantha_chlorantha,,,,KC196812.1,
Coryphantha_vivipara,,,,KC196813.1,
Crassula_aquatica,,,,,
Crassula_connata,,,,,
Crassula_solieri,,,,,
Crataegus_castlegarensis,,,,,
Crataegus_douglasii,,,,,
Crataegus_gaylussacia,,,,,
Crepis_acuminata,,,,,
Crepis_bakeri,,,,,
Crepis_intermedia,,,,,
Crepis_modocensis,,,,,
Crepis_monticola,,,,,
Crepis_nana,,,,,
Crepis_occidentalis,,,,,
Crepis_pleurocarpa,,,,,
Crepis_runcinata,,,,,
Cressa_truxillensis,,AY100806.1,,AY101124.1,
Crocanthemum_aldersonii,,,,,
Crocanthemum_greenei,,,,,
Crocanthemum_scoparium,,,,,
Crocanthemum_suffrutescens,,,,,
Crocidium_multicaule,,,GU817805.1,GU817990.1,
Crossosoma_bigelovii,AF193942.1,HQ680707.1,DQ307082.1,DQ307148.1,
Crossosoma_californicum,U42529.1,AF209571.1,EU002216.1,,
Croton_californicus,,,,AY971280.1,
Croton_setiger,,,EF416949.1,AY794697.1,
Croton_wigginsii,,,,,
Cryptantha_affinis,,,,JQ582297.1,
Cryptantha_ambigua,,,,,
Cryptantha_barbigera,,,,,
Cryptantha_clevelandii,,,,,
Cryptantha_clokeyi,,,,,
Cryptantha_corollata,,,,,
Cryptantha_crinita,,,,,
Cryptantha_decipiens,,,,JQ582309.1,
Cryptantha_dissita,,,,,
Cryptantha_dumetorum,,,,JQ582312.1,
Cryptantha_echinella,,,,,
Cryptantha_excavata,,,,,
Cryptantha_fendleri,,,,JQ582313.1,
Cryptantha_flaccida,,,,,
Cryptantha_flavoculata,,,AF047803.1,KC542544.1,
Cryptantha_ganderi,,,,JQ582316.1,
Cryptantha_glomeriflora,,,,,
Cryptantha_gracilis,,,,,
Cryptantha_hispidula,,,,,
Cryptantha_hooveri,,,,,
Cryptantha_incana,,,,,
Cryptantha_intermedia,,,,JQ582322.1,
Cryptantha_leiocarpa,,,,JQ582323.1,
Cryptantha_mariposae,,,,,
Cryptantha_maritima,,,,JQ582328.1,
Cryptantha_microstachys,,,,,
Cryptantha_milobakeri,,,,,
Cryptantha_mohavensis,,,,JQ582332.1,
Cryptantha_muricata,,,,,
Cryptantha_nemaclada,,,,JQ582333.1,
Cryptantha_nevadensis,,,,JQ582334.1,
Cryptantha_oxygona,,,,,
Cryptantha_pterocarya,,,EU599753.1,JQ582337.1,
Cryptantha_rattanii,,,,,
Cryptantha_recurvata,,,,,
Cryptantha_rostellata,,,,,
Cryptantha_scoparia,,,,JQ582340.1,
Cryptantha_simulans,,,,,
Cryptantha_sparsiflora,,,,,
Cryptantha_spithamaea,,,,,
Cryptantha_subretusa,,,,,
Cryptantha_torreyana,,,,,
Cryptantha_traskiae,,,,JQ582345.1,
Cryptantha_utahensis,,,,,
Cryptantha_watsonii,,,,,
Cryptogramma_acrostichoides,,KC700177.1,,JN189136.1,
Cryptogramma_cascadensis,,KC700164.1,,,
Cucurbita_foetidissima,,,,HQ438678.1,
Cucurbita_digitata,,,,HQ438682.1,
Cucurbita_palmata,,,,HQ438680.1,
Cuniculotinus_gramineus,,,,,
Cuscuta_indecora,,,,EF194302.1,
Cuscuta_brachycalyx,,,,EF194485.1,
Cuscuta_californica,,,,EU883435.1,
Cuscuta_campestris,,,,KC569803.1,
Cuscuta_cephalanthi,,,,EF194414.1,
Cuscuta_denticulata,,,,EF194410.1,
Cuscuta_howelliana,,,,EF194507.1,
Cuscuta_jepsonii,,,,FJ479700.1,
Cuscuta_nevadensis,,,,EF194408.1,
Cuscuta_obtusiflora,,,,EF194463.1,
Cuscuta_occidentalis,,,,EF194483.1,
Cuscuta_pacifica,,,,GQ254879.1,
Cuscuta_salina,,,,GQ254882.1,
Cuscuta_suaveolens,,,,EF194443.1,
Cuscuta_subinclusa,,,,EU883438.1,
Cuscuta_suksdorfii,,,,EF194502.1,
Cuscuta_veatchii,,,,EU288339.1,
Cusickiella_douglasii,,,,AF307557.1,
Cusickiella_quadricostata,,,DQ288758.1,EU850753.1,
Cycladenia_humilis,,,,EF456211.1,
Cylindropuntia_acanthocarpa,,,,,
Cylindropuntia_bigelovii,,,,,
Cylindropuntia_californica,,,,,
Cylindropuntia_echinocarpa,,,,,
Cylindropuntia_ganderi,,,,,
Cylindropuntia_munzii,,,,,
Cylindropuntia_prolifera,,,,,
Cylindropuntia_ramosissima,,,,,
Cylindropuntia_wolfii,,,,,
Grusonia_parishii,,,,,
Grusonia_pulchella,,,,,
Cynoglossum_grande,,,,KC542484.1,
Cynoglossum_occidentale,,,,KC542605.1,
Cyperus_acuminatus,,,,,
Cyperus_bipartitus,,,,,
Cyperus_eragrostis,,,FM160531.1,,
Cyperus_erythrorhizos,,,,,
Cyperus_esculentus,,,,,
Cyperus_laevigatus,,,,AY040596.1,
Cyperus_niger,,,,,
Cyperus_odoratus,,,AB261633.1,,
Cyperus_parishii,,,,,
Cyperus_squarrosus,,,,AF285071.1,
Cyperus_strigosus,,,FM160541.1,,
Lipocarpha_aristulata,,,,,
Lipocarpha_micrantha,,,,,
Lipocarpha_occidentalis,,,,,
Cypripedium_californicum,,,,,
Cypripedium_fasciculatum,,,,JF797044.1,
Cypripedium_montanum,,,,JF797017.1,
Cypripedium_parviflorum,,,,JF797016.1,
Cystopteris_fragilis,HQ157250.1,JF832160.1,,HQ676522.1,
Dalea_mollis,,,,,
Dalea_mollissima,,,,,
Dalea_ornata,,,,,
Dalea_searlsiae,,,,,
Damasonium_californicum,,,,,
Danthonia_californica,,EF422972.1,GU222712.1,EU401185.1,
Danthonia_intermedia,,,EU400786.1,EU401192.1,
Danthonia_unispicata,,,,EU401199.1,
Darlingtonia_californica,,,,,
Darmera_peltata,,,,,
Dasiphora_fruticosa,,,,AF348557.1,
Dasyochloa_pulchella,,,GU359689.1,EF156687.1,
Datisca_glomerata,U42426.1,AY968432.1,AY968499.1,AY968384.1,
Datura_discolor,,,KC146612.1,JX467588.1,
Datura_wrightii,,,KC146610.1,JX467585.1,
Daucus_pusillus,,,,,
Deinandra_arida,,,,,
Deinandra_bacigalupii,,,,,
Deinandra_clementina,,,,,
Deinandra_conjugens,,,,,
Deinandra_corymbosa,,,,,
Deinandra_fasciculata,,,,,
Deinandra_floribunda,,,,,
Deinandra_halliana,,,,,
Deinandra_increscens,,,,,
Deinandra_kelloggii,,,,,
Deinandra_lobbii,,,,,
Deinandra_minthornii,,,,,
Deinandra_mohavensis,,,,,
Deinandra_pallida,,,,,
Deinandra_paniculata,,,,,
Deinandra_pentactis,,,,,
Delphinium_andersonii,,,,,
Delphinium_antoninum,,,,,
Delphinium_bakeri,,,,,
Delphinium_californicum,,,,,
Delphinium_cardinale,,,,,
Delphinium_decorum,,,,,
Delphinium_depauperatum,,,,,
Delphinium_glaucum,,,,,
Delphinium_gracilentum,,,,,
Delphinium_gypsophilum,,,,,
Delphinium_hansenii,,,,,
Delphinium_hesperium,,,,,
Delphinium_hutchinsoniae,,,,,
Delphinium_inopinum,,,,,
Delphinium_luteum,,,,,
Delphinium_nudicaule,,,,,
Delphinium_nuttallianum,,,,,
Delphinium_parishii,,,,,
Delphinium_parryi,,,,,
Delphinium_patens,,,,,
Delphinium_polycladon,,,,,
Delphinium_purpusii,,,,,
Delphinium_recurvatum,,,,,
Delphinium_scaposum,,,,,
Delphinium_stachydeum,,,,,
Delphinium_trolliifolium,,,,,
Delphinium_uliginosum,,,,,
Delphinium_umbraculorum,,,,,
Delphinium_variegatum,,,,,
Dendromecon_harfordii,,,,JF892707.1,
Dendromecon_rigida,,U86401.2,,JF892708.1,
Deschampsia_cespitosa,,DQ780977.1,DQ786831.1,FJ394554.1,
Deschampsia_danthonioides,,,,,
Deschampsia_elongata,,,,,
Descurainia_adenophora,,,JF298589.1,,
Descurainia_californica,,,JF298552.1,GU246239.1,
Descurainia_incana,,,JF298566.1,,
Descurainia_incisa,,,JF298573.1,,
Descurainia_longipedicellata,,,JF298569.1,,
Descurainia_nelsonii,,,JF298626.1,,
Descurainia_paradisa,,,JF298599.1,,
Descurainia_pinnata,,,JF298614.1,,
Dicentra_formosa,,,,LN610901.1,
Dicentra_nevadensis,,,,,
Dicentra_pauciflora,,,,,
Dicentra_uniflora,,,,LN610903.1,
Dichelostemma_capitatum,JQ283926.1,JQ273636.1,JQ276813.1,AF508476.1,
Dichondra_donelliana,,,,,
Dichondra_occidentalis,,,,AY101132.1,
Dicoria_canescens,,,,,
Dicranostegia_orcuttiana,,,,EF103872.1,
Dieteria_asteroides,,,,,
Dieteria_canescens,,,,,
Digitaria_californica,,,,,
Dimeresia_howellii,,,AF384710.3,AY216161.1,
Dirca_occidentalis,,,,GQ471059.1,
Dissanthelium_californicum,,,,,
Poa_abbreviata,,,,AY237907.1,
Poa_atropurpurea,,,,,
Poa_bigelovii,,,,,
Poa_bolanderi,,,,,
Poa_confinis,,,,,
Poa_cusickii,,,,,
Poa_diaboli,,,,,
Poa_douglasii,,,,,
Poa_fendleriana,,,AY589106.1,,
Poa_glauca,,,,AY237906.1,
Poa_howellii,,,,,
Poa_keckii,,,,,
Poa_kelloggii,,,,,
Poa_leptocoma,,,,,
Poa_lettermanii,,,,,
Poa_macrantha,,,,,
Poa_napensis,,,,,
Poa_piperi,,,,,
Poa_pringlei,,,,,
Poa_rhizomata,,,,,
Poa_secunda,,,HF558485.1,,
Poa_sierrae,,,,,
Poa_stebbinsii,,,,,
Poa_tenerrima,,,,,
Poa_unilateralis,,,,,
Poa_wheeleri,,,,,
Distichlis_littoralis,,,EF561674.1,EF156714.1,
Distichlis_spicata,,,GU222709.1,EF196919.1,
Ditaxis_claryana,,,,,
Ditaxis_lanceolata,,,,,
Ditaxis_neomexicana,,,,,
Ditaxis_serrata,,,,,
Dithyrea_californica,,,,,
Dithyrea_maritima,,,JQ323048.1,,
Downingia_bacigalupii,,,,DQ356183.1,
Downingia_bella,,,,,
Downingia_bicornuta,,,,,
Downingia_concolor,,,,,
Downingia_cuspidata,,,,,
Downingia_elegans,,,,,
Downingia_insignis,,,,DQ356185.1,
Downingia_laeta,,,,,
Downingia_montana,,,,,
Downingia_ornatissima,,,,,
Downingia_pulchella,,,,,
Downingia_pulcherrima,,,,,
Downingia_pusilla,,,,,
Downingia_willamettensis,,,,,
Draba_albertina,,,,DQ467219.1,
Draba_asterophora,,,,,
Draba_aureola,,,,AF146965.1,
Draba_breweri,,,,AY900342.1,
Draba_californica,,,,,
Draba_cana,,,,DQ467108.1,
Draba_carnosula,,,,,
Draba_corrugata,,,,KC412358.1,
Draba_cruciata,,,,AF146990.1,
Draba_densifolia,,,,DQ467203.1,
Draba_howellii,,,,,
Draba_incrassata,,,,,
Draba_lemmonii,,,,AY900315.1,
Draba_lonchocarpa,,,,DQ467025.1,
Draba_longisquamosa,,,,,
Draba_monoensis,,,,,
Draba_novolympica,,,,,
Draba_oligosperma,,,,DQ467126.1,
Draba_praealta,,,,DQ467185.1,
Draba_pterosperma,,,,,
Draba_saxosa,,,,,
Draba_sharsmithii,,,,,
Draba_sierrae,,,,,
Draba_subumbellata,,,,AF146976.1,
Draperia_systyla,,,AF047770.1,,
Drosera_anglica,AB072563.1,,,,
Drosera_rotundifolia,,,,,
Drymocallis_cuneifolia,,,,,
Drymocallis_glandulosa,,,,FR873001.1,
Drymocallis_hansenii,,,,,
Drymocallis_lactea,,,,FR872999.1,
Drymocallis_pseudorupestris,,,,,
Drymocallis_rhomboidea,,,,,
Dryopteris_expansa,,EF463390.1,,FR731978.1,
Dryopteris_arguta,,,,AY278397.1,
Dryopteris_filix-mas,HQ680976.1,JF832164.1,EU349594.1,DQ514497.1,
Dudleya_abramsii,,,,JX960532.1,
Dudleya_arizonica,,,,,
Dudleya_attenuata,,,,JX960538.1,
Dudleya_blochmaniae,,,,JX960539.1,
Dudleya_brevifolia,,,,JX960541.1,
Dudleya_caespitosa,,,,,
Dudleya_candelabrum,,,,JX960544.1,
Dudleya_cymosa,,,,JX960550.1,
Dudleya_densiflora,,,,JX960552.1,
Dudleya_edulis,,,,JX960553.1,
Dudleya_farinosa,,,,JX960554.1,
Dudleya_gnoma,,,,,
Dudleya_greenei,,,,,
Dudleya_lanceolata,,,,,
Dudleya_multicaulis,,,,JX960559.1,
Dudleya_nesiotica,,,,,
Dudleya_palmeri,,,,,
Dudleya_parva,,,,JX960561.1,
Dudleya_pulverulenta,,,,JX960562.1,
Dudleya_saxosa,,,,JX960563.1,
Dudleya_stolonifera,,,,JX960564.1,
Dudleya_traskiae,,,,,
Dudleya_variegata,,,,JX960565.1,
Dudleya_verityi,,,,JX960566.1,
Dudleya_virens,,,,JX960570.1,
Dudleya_viscida,U42526.1,AJ235461.2,,JX960569.1,
Dulichium_arundinaceum,,,AY129250.1,AF285067.1,
Eatonella_nivea,,,AF384715.3,AY216166.1,
Echinocactus_polycephalus,,,,,
Ferocactus_cylindraceus,,,,KC196817.1,
Ferocactus_viridescens,,,,,
Echinocereus_engelmannii,,,,KF783639.1,
Echinocereus_mojavensis,,,,,
Echinochloa_muricata,,,,,
Echinodorus_berteroi,,,,,
Eclipta_prostrata,,,AF384716.3,AY216167.1,
Ehrendorferia_chrysantha,,AJ235454.2,,LN610904.1,
Ehrendorferia_ochroleuca,,,,LN610905.1,
Elatine_brachysperma,,,,,
Elatine_californica,,,,,
Elatine_chilensis,,,,,
Elatine_heterandra,,,,,
Elatine_rubella,,,,,
Eleocharis_bernardina,,,,,
Eleocharis_quinqueflora,,,,,
Eleocharis_suksdorfiana,,,,,
Eleocharis_torticulmis,,,GU075438.1,,
Eleocharis_acicularis,,,FM160544.1,JX644718.1,
Eleocharis_atropurpurea,,,GU075428.1,,
Eleocharis_bella,,,,,
Eleocharis_bolanderi,,,,,
Eleocharis_coloradoensis,,,,,
Eleocharis_decumbens,,,,,
Eleocharis_engelmannii,,,GU075418.1,,
Eleocharis_flavescens,,,GU075433.1,,
Eleocharis_geniculata,,,FM160548.1,,
Eleocharis_macrostachya,,,,,
Eleocharis_montevidensis,,,GU075424.1,,
Eleocharis_obtusa,,,GU075417.1,,
Eleocharis_ovata,,,,JX644721.1,
Eleocharis_palustris,,EU832851.1,FM160551.1,AB889408.1,
Eleocharis_parishii,,,,,
Eleocharis_parvula,,,,,
Eleocharis_radicans,,,,,
Eleocharis_rostellata,,,FM160553.1,,
Elodea_bifoliata,,,,,
Elodea_canadensis,AF168841.1,HQ901516.1,HQ901544.1,JF703284.1,
Elodea_nuttallii,,,KC812637.1,JF703282.1,
Elymus_californicus,,,,,
Elymus_cinereus,,,,,
Elymus_condensatus,,,,,
Elymus_elymoides,,,AF267670.1,EF396994.1,
Elymus_glaucus,,,,,
Elymus_lanceolatus,,,AF267674.1,EF396979.1,
Elymus_mollis,,,,EF581902.1,
Elymus_multisetus,,,,,
Elymus_pacificus,,,,,
Elymus_salina,,,,,
Elymus_scribneri,,,,,
Elymus_sierrae,,,,,
Elymus_smithii,,,,,
Elymus_spicatus,DQ307260.1,,DQ247900.1,EU139488.1,
Elymus_stebbinsii,,,,,
Elymus_trachycaulus,,DQ780984.1,DQ786838.1,,
Elymus_triticoides,,,,,
Hordeum_arizonicum,,,,AJ969350.1,
Hordeum_brachyantherum,,,,AJ969325.1,
Hordeum_depressum,,,HF558473.1,AJ969318.1,
Hordeum_intercedens,,,HQ619413.1,AJ969367.1,
Hordeum_jubatum,AF168852.1,,,KP087960.1,
Emmenanthe_penduliflora,,AJ504821.1,AF047815.1,,
Empetrum_nigrum,,AY725931.1,AF421053.1,KP737381.1,
Encelia_actoni,,,,,
Encelia_frutescens,,,,,
Encelia_virginensis,,,,,
Encelia_californica,,,AF384717.2,AY216168.1,
Encelia_farinosa,,,,,
Enceliopsis_covillei,,,,,
Enceliopsis_nudicaulis,,,,,
Enemion_occidentale,,,,,
Enemion_stipitatum,,,,,
Enneapogon_desvauxii,,,JN681727.1,EF156692.1,
Ephedra_californica,U42492.1,,,,
Ephedra_trifurca,AY755687.1,,,,
Ephedra_viridis,,,,,
Ephedra_aspera,,,,,
Ephedra_funerea,,,,,
Ephedra_nevadensis,AY755688.1,,,,
Epilobium_anagallidifolium,,,,,
Epilobium_ciliatum,,,,AY264508.1,
Epilobium_clavatum,,,,,
Epilobium_glaberrimum,,,,,
Epilobium_hallianum,,,,,
Epilobium_hornemannii,,,,,
Epilobium_howellii,,,,,
Epilobium_lactiflorum,,,,,
Epilobium_luteum,,,,,
Epilobium_obcordatum,,,,AY264507.1,
Epilobium_oreganum,,,,,
Epilobium_oregonense,,,,,
Epilobium_palustre,,,,,
Epilobium_rigidum,,,AF495785.1,AY264506.1,
Epilobium_saximontanum,,,,,
Epilobium_siskiyouense,,,,,
Epilobium_brachycarpum,,,,AY264509.1,
Epilobium_campestre,,,,,
Epilobium_canum,,,,AY264514.1,
Epilobium_cleistogamum,,,,,
Epilobium_densiflorum,,,,AY264513.1,
Epilobium_foliosum,,,,,
Epilobium_minutum,,,,AY264510.1,
Epilobium_nivium,,,,,
Epilobium_pallidum,,,,,
Epilobium_septentrionale,,,,,
Epilobium_torreyi,,,,,
Epipactis_gigantea,,,,,
Equisetum_arvense,DQ629411.1,U93824.1,,AY226125.1,
Equisetum_palustre,,AM422397.1,,AY226123.1,
Equisetum_telmateia,AF313562.1,AF313542.1,,AY226119.1,
Equisetum_hyemale,FR695693.1,KC893868.1,U30911.1,AY226110.1,
Equisetum_laevigatum,,KC893872.1,,AY226112.1,
Eremalche_rotundifolia,,,,,
Eremalche_exilis,,,JF799579.1,,
Eremalche_parryi,,,,,
Cryptantha_micrantha,,,,KC542589.1,
Eremogone_aculeata,,,,JN589716.1,
Eremogone_cliftonii,,,,,
Eremogone_congesta,,,,FJ404963.1,
Eremogone_ferrisiae,,,,,
Eremogone_kingii,,,,FJ404967.1,
Eremogone_macradenia,,,,,
Eremogone_ursina,,,,,
Eremothera_boothii,,,AF495789.1,AY264530.1,
Eremothera_chamaenerioides,,,,,
Eremothera_minor,,,,AY264541.1,
Eremothera_refracta,,,,AY264539.1,
Eriastrum_abramsii,,,,,
Eriastrum_brandegeeae,,,,,
Eriastrum_densifolium,,,,EU628476.1,
Eriastrum_diffusum,,,,,
Eriastrum_eremicum,,,,,
Eriastrum_filifolium,,,,,
Eriastrum_harwoodii,,,,,
Eriastrum_hooveri,,,,,
Eriastrum_luteum,,,,,
Eriastrum_pluriflorum,,,,,
Eriastrum_sapphirinum,,,AF207970.1,,
Eriastrum_signatum,,,,EU628477.1,
Eriastrum_sparsiflorum,,,,,
Eriastrum_tracyi,,,,,
Eriastrum_virgatum,,,,,
Eriastrum_wilcoxii,,,,EU628478.1,
Ericameria_albida,,,,,
Ericameria_arborescens,,,,,
Ericameria_bloomeri,,,,,
Ericameria_brachylepis,,,,,
Ericameria_cooperi,,,,,
Ericameria_cuneata,,,,,
Ericameria_discoidea,,,,,
Ericameria_ericoides,,,,,
Ericameria_fasciculata,,,,,
Ericameria_gilmanii,,,,,
Ericameria_greenei,,,,,
Ericameria_laricifolia,,,,,
Ericameria_linearifolia,,,,,
Ericameria_nana,,,,,
Ericameria_nauseosa,,,,HQ142503.1,
Ericameria_ophitidis,,,,,
Ericameria_palmeri,,,,,
Ericameria_paniculata,,,,,
Ericameria_parishii,,,,,
Ericameria_parryi,,,,,
Ericameria_pinifolia,,,,,
Ericameria_suffruticosa,,,,,
Ericameria_teretifolia,,,,,
Erigeron_aequifolius,,,,,
Erigeron_algidus,,,,,
Erigeron_aliceae,,,,,
Erigeron_aphanactis,,,,,
Erigeron_argentatus,,,,,
Erigeron_barbellulatus,,,,,
Erigeron_biolettii,,,,,
Erigeron_blochmaniae,,,,,
Erigeron_bloomeri,,,,,
Erigeron_breweri,,,,,
Erigeron_calvus,,,,,
Erigeron_canadensis,,,,JQ041864.1,
Erigeron_cervinus,,,,,
Erigeron_chrysopsidis,,,,,
Erigeron_clokeyi,,,,,
Erigeron_compactus,,,,,
Erigeron_compositus,,,,,
Erigeron_concinnus,,,,,
Erigeron_coulteri,,,,,
Erigeron_divergens,,,,,
Erigeron_eatonii,,,,,
Erigeron_elegantulus,,,,,
Erigeron_elmeri,,,,,
Erigeron_filifolius,,,,,
Erigeron_flagellaris,,,,,
Erigeron_foliosus,,,,,
Erigeron_glacialis,,,,,
Erigeron_glaucus,,,,,
Erigeron_greenei,,,,,
Erigeron_inornatus,,,,,
Erigeron_klamathensis,,,,,
Erigeron_lassenianus,,,,,
Erigeron_linearis,,,,,
Erigeron_lonchophyllus,,,,,
Erigeron_maniopotamicus,,,,,
Erigeron_mariposanus,,,,,
Erigeron_miser,,,,,
Erigeron_multiceps,,,,,
Erigeron_nivalis,,,,,
Erigeron_oxyphyllus,,,,,
Erigeron_parishii,,,,,
Erigeron_petrophilus,,,,,
Erigeron_philadelphicus,,,,,
Erigeron_pumilus,,,,,
Erigeron_pygmaeus,,,,,
Erigeron_reductus,,,,,
Erigeron_robustior,,,,,
Erigeron_sanctarum,,,,,
Erigeron_serpentinus,,,,,
Erigeron_supplex,,,,,
Erigeron_tener,,,,,
Erigeron_uncialis,,,,,
Erigeron_utahensis,,,,,
Erigeron_vagus,,,,,
Eriochloa_acuminata,,,GU594634.1,GU594594.1,
Dedeckera_eurekensis,,,EF438036.1,JQ352654.1,
Chorizanthe_angustifolia,,,,JQ352616.1,
Chorizanthe_biloba,,,,,
Chorizanthe_blakleyi,,,,,
Chorizanthe_brevicornu,,,EF438031.1,JQ352630.1,
Chorizanthe_breweri,,,,,
Chorizanthe_clevelandii,,,,,
Chorizanthe_corrugata,,,,,
Chorizanthe_cuspidata,,,,,
Chorizanthe_diffusa,,,,JQ352633.1,
Chorizanthe_douglasii,,,,,
Chorizanthe_fimbriata,,,,JQ352669.1,
Chorizanthe_howellii,,,,,
Chorizanthe_leptotheca,,,,,
Chorizanthe_membranacea,,,,JQ352637.1,
Chorizanthe_obovata,,,,JQ352638.1,
Chorizanthe_orcuttiana,,,,,
Chorizanthe_palmeri,,,,JQ352719.1,
Chorizanthe_parryi,,,,JQ352644.1,
Chorizanthe_polygonoides,,,,JQ352645.1,
Chorizanthe_procumbens,,,,JQ352646.1,
Chorizanthe_pungens,,,,,
Chorizanthe_rectispina,,,,,
Chorizanthe_rigida,,,EF438032.1,JQ352647.1,
Chorizanthe_robusta,,,,,
Chorizanthe_spinosa,,,,JQ352649.1,
Chorizanthe_staticoides,,,,JQ352739.1,
Chorizanthe_stellulata,,,,,
Chorizanthe_uniaristata,,,,JQ352651.1,
Chorizanthe_valida,,,,,
Chorizanthe_ventricosa,,,,,
Chorizanthe_watsonii,,,,JQ352652.1,
Chorizanthe_wheeleri,,,,,
Chorizanthe_xanti,,,,JQ352753.1,
Eriogonum_alpinum,,,,,
Eriogonum_ampullaceum,,,,,
Eriogonum_angulosum,,,,JQ352617.1,
Eriogonum_apiculatum,,,,,
Eriogonum_apricum,,,,,
Eriogonum_arborescens,,,,JQ352620.1,
Eriogonum_argillosum,,,,,
Eriogonum_baileyi,,,,JQ352624.1,
Eriogonum_bifurcatum,,,,,
Eriogonum_brachyanthum,,,,,
Eriogonum_brachypodum,,,,JQ352628.1,
Eriogonum_breedlovei,,,,,
Eriogonum_butterworthianum,,,,,
Eriogonum_caespitosum,,,,JQ352631.1,
Eriogonum_callistum,,,,,
Eriogonum_cedrorum,,,,,
Eriogonum_cernuum,,,EF438039.1,,
Eriogonum_cinereum,,,,JQ352635.1,
Eriogonum_cithariforme,,,,,
Eriogonum_clavatum,,,,,
Eriogonum_collinum,,,,,
Eriogonum_compositum,,,,JQ352639.1,
Eriogonum_congdonii,,,,JQ352640.1,
Eriogonum_contiguum,,,EF438041.1,,
Eriogonum_covilleanum,,,,,
Eriogonum_crocatum,,,,JQ352648.1,
Eriogonum_dasyanthemum,,,,,
Eriogonum_davidsonii,,,,JQ352653.1,
Eriogonum_deflexum,,,,JQ352655.1,
Eriogonum_deserticola,,,,,
Eriogonum_diclinum,,,,,
Eriogonum_douglasii,,,,,
Eriogonum_eastwoodianum,,,,JQ352657.1,
Eriogonum_elatum,,,,JQ352659.1,
Eriogonum_elegans,,,,,
Eriogonum_elongatum,,,,JQ352660.1,
Eriogonum_eremicola,,,,,
Eriogonum_esmeraldense,,,EF438042.1,JQ352662.1,
Eriogonum_evanidum,,,,JQ352664.1,
Eriogonum_exaltatum,,,,,
Eriogonum_fasciculatum,,,EF438044.1,JQ352667.1,
Eriogonum_giganteum,,,,,
Eriogonum_gilmanii,,,,,
Eriogonum_glandulosum,,,,,
Eriogonum_gossypinum,,,,,
Eriogonum_gracile,,,,,
Eriogonum_gracilipes,,,,JQ352675.1,
Eriogonum_gracillimum,,,,,
Eriogonum_grande,,,,JQ352676.1,
Eriogonum_heermannii,,,,,
Eriogonum_heracleoides,,,,JQ352681.1,
Eriogonum_hirtellum,,,,,
Eriogonum_hirtiflorum,,,,,
Eriogonum_hoffmannii,,,EF438045.1,JQ352682.1,
Eriogonum_hookeri,,,,,
Eriogonum_incanum,,,,,
Eriogonum_inerme,,,,,
Eriogonum_inflatum,,,EF438046.1,JQ352684.1,
Eriogonum_intrafractum,,,,JQ352686.1,
Eriogonum_kelloggii,,,,,
Eriogonum_kennedyi,,,,JQ352690.1,
Eriogonum_latens,,,,,
Eriogonum_latifolium,,,,JQ352694.1,
Eriogonum_libertini,,,,,
Eriogonum_lobbii,,,,,
Eriogonum_luteolum,,,,,
Eriogonum_maculatum,,,,JQ352697.1,
Eriogonum_marifolium,,,,JQ352698.1,
Eriogonum_mensicola,,,,,
Eriogonum_microthecum,,,,JQ352699.1,
Eriogonum_mohavense,,,,,
Eriogonum_molestum,,,,JQ352700.1,
Eriogonum_nervulosum,,,,,
Eriogonum_nidularium,,,,,
Eriogonum_nortonii,,,,,
Eriogonum_nudum,,,,JQ352708.1,
Eriogonum_nummulare,,,,JQ352709.1,
Eriogonum_nutans,,,,JQ352710.1,
Eriogonum_ochrocephalum,,,,JQ352711.1,
Eriogonum_ordii,,,,JQ352714.1,
Eriogonum_ovalifolium,,,,JQ352715.1,
Eriogonum_palmerianum,,,,JQ352718.1,
Eriogonum_panamintense,,,,,
Eriogonum_parvifolium,,,,JQ352720.1,
Eriogonum_pendulum,,,,,
Eriogonum_plumatella,,,,,
Eriogonum_polypodum,,,,,
Eriogonum_prattenianum,,,,JQ352724.1,
Eriogonum_prociduum,,,,,
Eriogonum_pusillum,,,,JQ352726.1,
Eriogonum_pyrolifolium,,,,,
Eriogonum_reniforme,,,,,
Eriogonum_rixfordii,,,,JQ352727.1,
Eriogonum_rosense,,,,,
Eriogonum_roseum,,,,JQ352728.1,
Eriogonum_rupinum,,,,JQ352731.1,
Eriogonum_saxatile,,,,JQ352733.1,
Eriogonum_shockleyi,,,,JQ352735.1,
Eriogonum_siskiyouense,,,,JQ352736.1,
