taxon,18S,atpB,ndhF,
Helianthus_niveus,,,,
Helianthus_nuttallii,,,,
Helianthus_petiolaris,,,,
Heliomeris_multiflora,,,,
Heliotropium_convolvulaceum,,,,
Heliotropium_curassavicum,,,EF688949.1,
Hemieva_ranunculifolia,,,,
Hemitomes_congestum,HQ448762.1,,,
Heracleum_maximum,,,KJ157953.1,
Herissantia_crispa,,,,
Hesperevax_acaulis,,,,
Hesperevax_caulescens,,,,
Hesperevax_sparsiflora,,,,
Hesperidanthus_jaegeri,,,DQ288751.1,
Hesperocallis_undulata,HM640735.1,JX903797.1,AY225050.1,
Hesperochiron_californicus,,,,
Hesperochiron_pumilus,,,,
Hesperocyparis_bakeri,,,,
Hesperocyparis_abramsiana,,,,
Hesperocyparis_forbesii,,,,
Hesperocyparis_goveniana,,,,
Hesperocyparis_macnabiana,,,,
Hesperocyparis_macrocarpa,AF051797.1,,,
Hesperocyparis_nevadensis,,,,
Hesperocyparis_pygmaea,,,,
Hesperocyparis_sargentii,,,,
Hesperocyparis_stephensonii,,,,
Hesperolinon_adenophyllum,,,,
Hesperolinon_bicarpellatum,,,,
Hesperolinon_breweri,,,,
Hesperolinon_californicum,,,,
Hesperolinon_clevelandii,,,,
Hesperolinon_congestum,,,,
Hesperolinon_didymocarpum,,,,
Hesperolinon_disjunctum,,,,
Hesperolinon_drymarioides,,,,
Hesperolinon_micranthum,,,FJ160775.1,
Hesperolinon_spergulinum,,,,
Hesperolinon_tehamense,,,,
Linum_lewisii,,,FJ160800.1,
Linum_puberulum,,,,
Sclerolinon_digynum,AB233584.1,AB233688.1,FJ160787.1,
Hesperomecon_linearis,,,,
Hesperoyucca_whipplei,,,KP008290.1,
Heteranthera_dubia,,,U41605.1,
Heteromeles_arbutifolia,,,,
Heterotheca_grandiflora,,,,
Heterotheca_monarchensis,,,,
Heterotheca_oregona,,,,
Heterotheca_sessiliflora,,,,
Heterotheca_shevockii,,,,
Heterotheca_subaxillaris,,,,
Heterotheca_villosa,,,,
Heuchera_abramsii,,,,
Heuchera_brevistaminea,,,,
Heuchera_caespitosa,,,,
Heuchera_cylindrica,,,,
Heuchera_hirsutissima,,,,
Heuchera_maxima,,,,
Heuchera_merriamii,,,,
Heuchera_micrantha,L28139.1,,AF130222.1,
Heuchera_parishii,,,,
Heuchera_parvifolia,,,,
Heuchera_pilosissima,,,,
Heuchera_rubescens,,,,
Hibiscus_denudatus,,,,
Hibiscus_lasiocarpos,,,,
Hieracium_albiflorum,,,,
Hieracium_argutum,,,,
Hieracium_bolanderi,,,,
Hieracium_greenei,,,,
Hieracium_horridum,,,,
Hieracium_nudicaule,,,,
Hieracium_parryi,,,,
Hieracium_scouleri,,,,
Hieracium_triste,,,,
Hilaria_jamesii,,,JN681737.1,
Hilaria_rigida,,,,
Hippuris_vulgaris,,,L36401.1,
Hoffmannseggia_glauca,,,,
Hoffmannseggia_microphylla,,,,
Hoita_macrostachya,,,,
Hoita_orbicularis,,,,
Hoita_strobilina,,,,
Holmgrenanthe_petrophila,,,,
Holocarpha_heermannii,,,,
Holocarpha_macradenia,,,,
Holocarpha_obconica,,,,
Holocarpha_virgata,,,,
Holodiscus_discolor,DQ886370.1,,EU669113.1,
Holozonia_filipes,,,,
Horkelia_bolanderi,,,,
Horkelia_californica,,,,
Horkelia_clevelandii,,,,
Horkelia_congesta,,,,
Horkelia_cuneata,,,,
Horkelia_daucifolia,,,,
Horkelia_fusca,,,,
Horkelia_hendersonii,,,,
Horkelia_hispidula,,,,
Horkelia_howellii,,,,
Horkelia_marinensis,,,,
Horkelia_parryi,,,,
Horkelia_rydbergii,,,,
Horkelia_sericata,,,,
Horkelia_tenuiloba,,,,
Horkelia_tridentata,,,,
Horkelia_truncata,,,,
Horkelia_tularensis,,,,
Horkelia_wilderae,,,,
Horkelia_yadonii,,,,
Horkeliella_congdonis,,,,
Horkeliella_purpurascens,,,,
Ivesia_aperta,,,,
Ivesia_argyrocoma,,,,
Ivesia_arizonica,,,,
Ivesia_baileyi,,,,
Ivesia_callida,,,,
Ivesia_campestris,,,,
Ivesia_gordonii,,,,
Ivesia_jaegeri,,,,
Ivesia_kingii,,,,
Ivesia_longibracteata,,,,
Ivesia_lycopodioides,,,,
Ivesia_muirii,,,,
Ivesia_paniculata,,,,
Ivesia_patellifera,,,,
Ivesia_pickeringii,,,,
Ivesia_pygmaea,,,,
Ivesia_santolinoides,,,,
Ivesia_saxosa,,,,
Ivesia_sericoleuca,,,,
Ivesia_shockleyi,,,,
Ivesia_unguiculata,,,,
Ivesia_webberi,,,,
Horsfordia_alata,,,,
Horsfordia_newberryi,,,,
Hosackia_crassifolia,,,,
Hosackia_gracilis,,,,
Hosackia_incana,,,,
Hosackia_oblongifolia,,,,
Hosackia_pinnata,,,,
Hosackia_rosea,,,,
Hosackia_stipularis,,,,
Hosackia_yollabolliensis,,,,
Howellanthus_dalesianus,,,JQ249933.1,
Howellia_aquatilis,,,,
Hulsea_algida,,,AF384732.3,
Hulsea_brevifolia,,,,
Hulsea_californica,,,,
Hulsea_heterochroma,,,,
Hulsea_mexicana,,,,
Hulsea_nana,,,,
Hulsea_vestita,,,,
Hydrocotyle_ranunculoides,,,,
Hydrocotyle_umbellata,,,,
Hydrocotyle_verticillata,,,,
Hydrophyllum_capitatum,HQ384691.1,HQ384784.1,AF047785.1,
Hydrophyllum_fendleri,AJ236019.1,,,
Hydrophyllum_occidentale,,,,
Hydrophyllum_tenuipes,,,AF047811.1,
Hymenopappus_filifolius,,,AF384733.3,
Hymenoxys_cooperi,,,,
Hymenoxys_hoopesii,,,,
Hymenoxys_lemmonii,,,AF384734.3,
Hymenoxys_odorata,,,,
Hypericum_anagalloides,,,,
Hypericum_concinnum,,,,
Hypericum_scouleri,,,,
Idahoa_scapigera,,,DQ288783.1,
Iliamna_rivularis,,,,
Iliamna_bakeri,,,,
Iliamna_latibracteata,,,,
Imperata_brevifolia,,,,
Ionactis_alpina,,,,
Ipomopsis_tenuifolia,,,AF207978.1,
Ipomopsis_congesta,,,,
Ipomopsis_aggregata,L49286.1,,AF207977.1,
Ipomopsis_arizonica,,,,
Ipomopsis_polycladon,,,,
Ipomopsis_tenuituba,,,,
Iris_bracteata,,U10444.1,,
Iris_chrysophylla,,U10445.1,HM574410.1,
Iris_douglasiana,,U10446.1,,
Iris_fernaldii,,U10447.1,,
Iris_hartwegii,,U10448.1,,
Iris_innominata,,U10449.1,HM574439.1,
Iris_longipetala,,,HM574449.1,
Iris_macrosiphon,,,,
Iris_missouriensis,,AY147620.1,HM574454.1,
Iris_munzii,,,HM574455.1,
Iris_purdyi,,U10453.1,HM574471.1,
Iris_tenax,JQ283937.1,JQ273623.1,JQ276800.1,
Iris_tenuissima,,,HM574487.1,
Iris_thompsonii,,,,
Isocoma_acradenia,,,,
Isocoma_arguta,,,,
Isocoma_menziesii,,,,
Isoetes_bolanderi,,,,
Isoetes_echinospora,,,,
Isoetes_howellii,,,,
Isoetes_nuttallii,,,,
Isoetes_occidentalis,,,,
Isoetes_orcuttii,,,,
Isolepis_carinata,,,,
Isolepis_cernua,,,AM999934.1,
Iva_axillaris,,,,
Iva_hayesiana,,,,
Jamesia_americana,,JF298859.1,JF321093.1,
Jaumea_carnosa,,,L39378.1,
Jepsonia_heterandra,,,,
Jepsonia_malvifolia,,,,
Jepsonia_parryi,,,,
Cryptantha_angustifolia,,,,
Cryptantha_costata,,,,
Cryptantha_holoptera,,,,
Cryptantha_inaequata,,,,
Cryptantha_micromeres,,,,
Cryptantha_racemosa,,,,
Juglans_californica,,,,
Juglans_hindsii,,,,
Juncus_acuminatus,,,,
Juncus_acutus,,,AM999975.1,
Juncus_articulatus,,,,
Juncus_balticus,,,,
Juncus_bolanderi,,,,
Juncus_brachyphyllus,,,,
Juncus_breweri,,,,
Juncus_bryoides,,,,
Juncus_bufonius,,,,
Juncus_capillaris,,,,
Juncus_chlorocephalus,,,,
Juncus_confusus,,,,
Juncus_cooperi,,,,
Juncus_covillei,,,,
Juncus_digitatus,,,,
Juncus_drummondii,,,,
Juncus_dubius,,,,
Juncus_dudleyi,,,,
Juncus_duranii,,,,
Juncus_effusus,AF206944.1,HQ180463.1,HQ181118.1,
Juncus_ensifolius,,,,
Juncus_exiguus,,,,
Juncus_falcatus,,,,
Juncus_hemiendytus,,,,
Juncus_hesperius,,,,
Juncus_howellii,,,,
Juncus_interior,,,,
Juncus_kelloggii,,,,
Juncus_laccatus,,,,
Juncus_leiospermus,,,,
Juncus_lescurii,,,,
Juncus_longistylis,,,,
Juncus_luciensis,,,,
Juncus_macrandrus,,,,
Juncus_macrophyllus,,,,
Juncus_mertensianus,,,,
Juncus_mexicanus,,,,
Juncus_nevadensis,,,,
Juncus_nodosus,,,,
Juncus_occidentalis,,,,
Juncus_orthophyllus,,,,
Juncus_oxymeris,,,,
Juncus_parryi,,,,
Juncus_patens,,,,
Juncus_phaeocephalus,,,,
Juncus_regelii,,,,
Juncus_rugulosus,,,,
Juncus_saximontanus,,,,
Juncus_supiniformis,,,,
Juncus_tenuis,,,,
Juncus_textilis,,,,
Juncus_tiehmii,,,,
Juncus_torreyi,,,,
Juncus_triformis,,,,
Juncus_uncialis,,,,
Juncus_xiphioides,,,,
Juniperus_communis,,AY664834.1,AY902175.1,
Juniperus_californica,,,,
Juniperus_grandis,,,,
Juniperus_occidentalis,,,,
Juniperus_osteosperma,,,,
Justicia_californica,,,,
Kallstroemia_californica,,,,
Kalmia_polifolia,,,GU176733.1,
Keckiella_rothrockii,,,,
Keckiella_breviflora,,,,
Keckiella_corymbosa,,,,
Keckiella_lemmonii,,,,
Keckiella_ternata,,,,
Keckiella_antirrhinoides,,,,
Keckiella_cordifolia,,,,
Kelloggia_galioides,,,FJ695301.1,
Kochia_americana,,,DQ097402.1,
Kochia_californica,,,,
Koeberlinia_spinosa,U42512.1,AF209612.1,AY483249.1,
Koeleria_macrantha,,,,
Kopsiopsis_hookeri,,,,
Kopsiopsis_strobilacea,,,,
Krameria_bicolor,,,,
Krameria_erecta,,,,
Krascheninnikovia_lanata,,,,
Lactuca_biennis,,,,
Lactuca_tatarica,,,,
Ladeania_lanceolata,,,,
Laennecia_coulteri,,,,
Lagophylla_dichotoma,,,,
Lagophylla_glandulosa,,,,
Lagophylla_minor,,,,
Lagophylla_ramosissima,,,AF384740.3,
Landoltia_punctata,,,,
Langloisia_setosissima,,,AF207979.1,
Larrea_tridentata,AY929372.1,AY935860.1,AY968516.1,
Lasthenia_californica,,,,
Lasthenia_gracilis,,,,
Lasthenia_leptalea,,,,
Lasthenia_burkei,,,,
Lasthenia_chrysantha,,,,
Lasthenia_conjugens,,,,
Lasthenia_coronaria,,,,
Lasthenia_debilis,,,,
Lasthenia_ferrisiae,,,,
Lasthenia_fremontii,,,,
Lasthenia_glaberrima,,,,
Lasthenia_glabrata,,,,
Lasthenia_maritima,,,,
Lasthenia_microglossa,,,,
Lasthenia_minor,,,,
Lasthenia_platycarpha,,,,
Lathrocasis_tenerrima,,,,
Lathyrus_biflorus,,,,
Lathyrus_brownii,,,,
Lathyrus_delnorticus,,,,
Lathyrus_glandulosus,,,,
Lathyrus_hitchcockianus,,,,
Lathyrus_japonicus,,,KC112559.1,
Lathyrus_jepsonii,,,,
Lathyrus_lanszwertii,,,,
Lathyrus_littoralis,,,,
Lathyrus_nevadensis,,,,
Lathyrus_palustris,,HM029366.1,KC112555.1,
Lathyrus_polyphyllus,,,,
Lathyrus_rigidus,,,,
Lathyrus_splendens,,,,
Lathyrus_sulphureus,,,,
Lathyrus_torreyi,,,,
Lathyrus_vestitus,,,,
Layia_carnosa,,,,
Layia_chrysanthemoides,,,,
Layia_discoidea,,,,
Layia_fremontii,,,,
Layia_gaillardioides,,,,
Layia_glandulosa,,,,
Layia_heterotricha,,KJ434429.1,AF384742.3,
Layia_hieracioides,,,,
Layia_jonesii,,,,
Layia_leucopappa,,,,
Layia_munzii,,,,
Layia_pentachaeta,,,,
Layia_platyglossa,,,,
Layia_septentrionalis,,,,
Leersia_oryzoides,JN169835.1,AJ419157.1,HE575734.1,
Legenere_limosa,,,,
Lemna_aequinoctialis,,,,
Lemna_minuta,,,,
Lemna_valdiviana,,,,
Lemna_gibba,,,,
Lemna_minor,S67398.1,,,
Lemna_trisulca,,HQ901530.1,HQ901553.1,
Lemna_turionifera,,,,
Lepechinia_calycina,,,,
Lepechinia_cardiophylla,,,,
Lepechinia_fragrans,,,,
Lepechinia_ganderi,,,,
Lepechinia_rossii,,,,
Lepidium_acutidens,,,,
Lepidium_densiflorum,,,,
Lepidium_dictyotum,,,,
Lepidium_flavum,,,,
Lepidium_fremontii,,,,
Lepidium_jaredii,,,,
Lepidium_lasiocarpum,,,,
Lepidium_latipes,,,,
Lepidium_montanum,,,,
Lepidium_nitidum,,,,
Lepidium_oblongum,,,,
Lepidium_oxycarpum,,,,
Lepidium_ramosissimum,,,,
Lepidium_strictum,,,,
Lepidium_thurberi,,,,
Lepidium_virginicum,,,,
Leptochloa_dubia,,,JN681740.1,
Leptochloa_fusca,,,HE575778.1,
Leptochloa_panicea,,,,
Leptochloa_viscida,,,GU359752.1,
Leptosiphon_acicularis,,,,
Leptosiphon_ambiguus,,,,
Leptosiphon_androsaceus,,,,
Leptosiphon_aureus,,,,
Leptosiphon_bicolor,,,,
Leptosiphon_bolanderi,,,,
Leptosiphon_breviculus,,,,
Leptosiphon_ciliatus,,,AF207981.1,
Leptosiphon_croceus,,,,
Leptosiphon_filipes,,,,
Leptosiphon_floribundus,,,,
Leptosiphon_grandiflorus,,,,
Leptosiphon_harknessii,,,,
Leptosiphon_jepsonii,,,,
Leptosiphon_latisectus,,,,
Leptosiphon_lemmonii,,,,
Leptosiphon_liniflorus,,,,
Leptosiphon_minimus,,,,
Leptosiphon_montanus,,,,
Leptosiphon_nudatus,,,,
Leptosiphon_nuttallii,,,,
Leptosiphon_oblanceolatus,,,,
Leptosiphon_pachyphyllus,,,,
Leptosiphon_parviflorus,,,,
Leptosiphon_pygmaeus,,,,
Leptosiphon_rattanii,,,,
Leptosiphon_rosaceus,,,,
Leptosiphon_septentrionalis,,,,
Leptosiphon_serrulatus,,,,
Leptosyne_bigelovii,,,,
Leptosyne_californica,,,,
Leptosyne_calliopsidea,,,,
Leptosyne_douglasii,,,,
Leptosyne_gigantea,,,,
Leptosyne_hamiltonii,,,,
Leptosyne_maritima,,,,
Leptosyne_stillmanii,,,,
Lessingia_arachnoidea,,,,
Lessingia_germanorum,,,,
Lessingia_glandulifera,,,,
Lessingia_hololeuca,,,,
Lessingia_leptoclada,,,,
Lessingia_micradenia,,,,
Lessingia_nana,,,,
Lessingia_nemaclada,,,,
Lessingia_pectinata,,,,
Lessingia_ramulosa,,,,
Lessingia_tenuis,,,,
Lessingia_virgata,,,,
Leucocrinum_montanum,HM640712.1,JX903787.1,JX903369.1,
Leucosyris_arida,,,,
Leucosyris_carnosa,,,,
Leucothoe_davisiae,,,FJ008972.2,
Lewisia_brachycalyx,,,,
Lewisia_cantelovii,,,,
Lewisia_congdonii,,,,
Lewisia_cotyledon,,,,
Lewisia_disepala,,,,
Lewisia_glandulosa,,,,
Lewisia_kelloggii,,,,
Lewisia_leeana,,,,
Lewisia_longipetala,,,,
Lewisia_nevadensis,,,,
Lewisia_oppositifolia,,,,
Lewisia_pygmaea,,,AF194847.1,
Lewisia_rediviva,,,,
Lewisia_serrata,,,,
Lewisia_stebbinsii,,,,
Lewisia_triphylla,,,,
Ligusticum_apiifolium,,,,
Ligusticum_californicum,,,,
Ligusticum_grayi,,,,
Lilaeopsis_masonii,,,,
Lilaeopsis_occidentalis,,,,
Lilium_bolanderi,,,,
Lilium_columbianum,,,,
Lilium_humboldtii,,,,
Lilium_kelleyanum,,,AF276005.1,
Lilium_kelloggii,,,,
Lilium_maritimum,,,,
Lilium_occidentale,,,,
Lilium_pardalinum,,,,
Lilium_parryi,,,,
Lilium_parvum,,,,
Lilium_rubescens,,,,
Lilium_washingtonianum,,,,
Limnanthes_alba,,,,
Limnanthes_bakeri,,,,
Limnanthes_douglasii,,AF209619.1,,
Limnanthes_floccosa,,,,
Limnanthes_montana,,,,
Limnanthes_vinculans,,,,
Limonium_californicum,,,,
Limosella_acaulis,,,,
Limosella_aquatica,,,AJ619558.1,
Linanthus_campanulatus,,,,
Linanthus_filiformis,,,,
Linanthus_arenicola,,,,
Linanthus_bellus,,,,
Linanthus_bigelovii,,,,
Linanthus_californicus,,,AF207980.1,
Linanthus_concinnus,,,,
Linanthus_demissus,,,,
Linanthus_dianthiflorus,,,,
Linanthus_dichotomus,,,,
Linanthus_inyoensis,,,,
Linanthus_jaegeri,,,,
Linanthus_jonesii,,,,
Linanthus_killipii,,,,
Linanthus_maculatus,,,,
Linanthus_orcuttii,,,,
Linanthus_parryae,,,,
Linanthus_pungens,,,,
Lindernia_dubia,,,EF527446.1,
Linnaea_borealis,,GQ983619.1,AF060166.2,
Listera_banksiana,,,,
Listera_convallarioides,,,,
Listera_cordata,KJ023674.1,,,
Lithophragma_affine,,,,
Lithophragma_bolanderi,,,,
Lithophragma_campanulatum,,,,
Lithophragma_cymbalaria,,,,
Lithophragma_glabrum,,,,
Lithophragma_heterophyllum,,,,
Lithophragma_maximum,,,,
Lithophragma_parviflorum,,,,
Lithophragma_tenellum,,,,
Lithospermum_californicum,,,FJ827371.1,
Lithospermum_incisum,,,KF287901.1,
Lithospermum_ruderale,,,JF488883.1,
Lobelia_cardinalis,,EU437598.1,AF130187.1,
Lobelia_dunnii,,,,
Loeflingia_squarrosa,,,AY090620.1,
Loeseliastrum_depressum,,,,
Loeseliastrum_matthewsii,,,AF207983.1,
Loeseliastrum_schottii,,,,
Logfia_arizonica,,,,
Logfia_depressa,,,,
Logfia_filaginoides,,,,
Cymopterus_aboriginum,,,,
Cymopterus_cinerarius,,,,
Cymopterus_deserticola,,,,
Cymopterus_gilmanii,,,,
Cymopterus_globosus,,,,
Cymopterus_multinervatus,,,,
Cymopterus_panamintensis,,,,
Cymopterus_purpurascens,,,,
Cymopterus_ripleyi,,,,
Cymopterus_terebinthinus,,,,
Lomatium_bicolor,,,,
Lomatium_californicum,,,,
Lomatium_canbyi,,,,
Lomatium_caruifolium,,,,
Lomatium_ciliolatum,,,,
Lomatium_congdonii,,,,
Lomatium_dasycarpum,,,,
Lomatium_dissectum,,,,
Lomatium_engelmannii,,,,
Lomatium_foeniculaceum,,,,
Lomatium_grayi,,,,
Lomatium_hallii,,,,
Lomatium_hendersonii,,,,
Lomatium_hooveri,,,,
Lomatium_howellii,,,,
Lomatium_insulare,,,,
Lomatium_lucidum,,,,
Lomatium_macrocarpum,,,,
Lomatium_marginatum,,,,
Lomatium_martindalei,,,,
Lomatium_mohavense,,,,
Lomatium_nevadense,,,,
Lomatium_nudicaule,,,,
Lomatium_observatorium,,,,
Lomatium_parryi,,,,
Lomatium_parvifolium,,,,
Lomatium_peckianum,,,,
Lomatium_piperi,,,,
Lomatium_plummerae,,,,
Lomatium_ravenii,,,,
Lomatium_repostum,,,,
Lomatium_rigidum,,,,
Lomatium_shevockii,,,,
Lomatium_stebbinsii,,,,
Lomatium_torreyi,,,,
Lomatium_tracyi,,,,
Lomatium_triternatum,U42498.1,,,
Lomatium_utriculatum,,,,
Lomatium_vaginatum,,,,
Oreonana_clementis,,,,
Oreonana_purpurascens,,,,
Oreonana_vestita,,,,
Orogenia_fusiformis,,,,
Podistera_nevadensis,,,,
Lonicera_cauriana,,,,
Lonicera_ciliosa,,,,
Lonicera_conjugialis,,,,
Lonicera_hispidula,,,,
Lonicera_interrupta,,,,
Lonicera_involucrata,,,,
Lonicera_subspicata,,,,
Ludwigia_palustris,AM235545.1,,AM235437.1,
Ludwigia_repens,,,,
Luetkea_pectinata,,,,
Luina_hypoleuca,,,GU817883.1,
Lupinus_adsurgens,,,,
Lupinus_affinis,,,,
Lupinus_albicaulis,,,GQ889976.1,
Lupinus_albifrons,,,GQ889972.1,
Lupinus_andersonii,,,GQ889964.1,
Lupinus_angustiflorus,,,GQ889983.1,
Lupinus_antoninus,,,,
Lupinus_apertus,,,,
Lupinus_arboreus,,,GQ889960.1,
Lupinus_arbustus,,,,
Lupinus_argenteus,,,GQ889985.1,
Lupinus_arizonicus,,,,
Lupinus_benthamii,,,GQ889946.1,
Lupinus_bicolor,,,GQ889968.1,
Lupinus_breweri,,,,
Lupinus_cervinus,,,,
Lupinus_chamissonis,,,GQ889971.1,
Lupinus_citrinus,,,,
Lupinus_concinnus,,,,
Lupinus_constancei,,,,
Lupinus_covillei,,,,
Lupinus_croceus,,,,
Lupinus_dalesiae,,,,
Lupinus_duranii,,,,
Lupinus_elatus,,,,
Lupinus_elmeri,,,,
Lupinus_excubitus,,,GQ889991.1,
Lupinus_formosus,,,GQ890013.1,
Lupinus_fulcratus,,,,
Lupinus_gracilentus,,,,
Lupinus_grayi,,,,
Lupinus_guadalupensis,,,,
Lupinus_hirsutissimus,,,,
Lupinus_holmgrenianus,,,,
Lupinus_hyacinthinus,,,,
Lupinus_lapidicola,,,,
Lupinus_latifolius,,,GQ889986.1,
Lupinus_lepidus,,,GQ889981.1,
Lupinus_leucophyllus,,,GQ889977.1,
Lupinus_littoralis,,,,
Lupinus_longifolius,,,GQ890012.1,
Lupinus_ludovicianus,,,GQ889987.1,
Lupinus_magnificus,,,,
Lupinus_nanus,,,GQ889970.1,
Lupinus_nevadensis,,,,
Lupinus_nipomensis,,,,
Lupinus_obtusilobus,,,,
Lupinus_onustus,,,GQ889982.1,
Lupinus_pachylobus,,,,
Lupinus_padre-crowleyi,,,,
Lupinus_peirsonii,,,,
Lupinus_polyphyllus,,,GQ889984.1,
Lupinus_pratensis,,,,
Lupinus_rivularis,,,,
Lupinus_saxosus,,,,
Lupinus_sericatus,,,,
Lupinus_sparsiflorus,,,,
Lupinus_spectabilis,,,,
Lupinus_stiversii,,,,
Lupinus_succulentus,,,,
Lupinus_tidestromii,,,,
Lupinus_tracyi,,,,
Lupinus_truncatus,,,,
Lupinus_variicolor,,,GQ889959.1,
Lupinus_brevicaulis,,,,
Lupinus_flavoculatus,,,,
Lupinus_luteolus,,,,
Lupinus_microcarpus,,,,
Lupinus_milo-bakeri,,,,
Lupinus_odoratus,,,,
Lupinus_pusillus,,,,
Lupinus_shockleyi,,,,
Lupinus_uncialis,,,,
Luzula_comosa,,,,
Luzula_divaricata,,,,
Luzula_orestera,,,,
Luzula_parviflora,,EU832857.1,,
Luzula_piperi,,,,
Luzula_spicata,,,,
Luzula_subcongesta,,,,
Luzula_subsessilis,,,,
Lycium_andersonii,,,FJ189669.1,
Lycium_brevipes,,,,
Lycium_californicum,,,FJ189670.1,
Lycium_cooperi,,,JF284417.1,
Lycium_fremontii,,,,
Lycium_pallidum,,,EU580908.1,
Lycium_parishii,,,FJ189681.1,
Lycium_torreyi,,,,
Lycium_verrucosum,,,,
Lycopodiella_inundata,U18512.1,,,
Lycopodium_clavatum,DQ629409.1,DQ646094.1,,
Lycopus_americanus,,,,
Lycopus_asper,,,,
Lycopus_uniflorus,,,,
Lyonothamnus_floribundus,DQ886371.1,,EU669111.1,
Lyrocarpa_coulteri,,,JQ323049.1,
Lysichiton_americanus,,,DQ400879.1,
Lysimachia_thyrsiflora,,,AY839959.1,
Lythrum_californicum,,,,
Machaeranthera_tanacetifolia,,,,
Anisocarpus_madioides,,,,
Anisocarpus_scabridus,,,,
Carlquistia_muirii,,,,
Harmonia_doris-nilesiae,,,,
Harmonia_guggolziorum,,,,
Harmonia_hallii,,,,
Harmonia_nutans,,,,
Harmonia_stebbinsii,,,,
Hemizonella_minima,,,,
Jensia_rammii,,,,
Jensia_yosemitana,,,,
Kyhosia_bolanderi,,,,
Madia_anomala,,,,
Madia_citrigracilis,,,,
Madia_citriodora,,,,
Madia_elegans,,,L39374.1,
Madia_exigua,,,,
Madia_glomerata,,,,
Madia_gracilis,,,,
Madia_radiata,,,,
Madia_sativa,,,,
Madia_subspicata,,,,
Maianthemum_dilatatum,HM640683.1,JX903701.1,JX903282.1,
Maianthemum_racemosum,AF168874.1,AF168945.1,AF547005.1,
Maianthemum_stellatum,JQ283913.1,JQ273633.1,JQ276810.1,
Malacothamnus_abbottii,,,,
Malacothamnus_aboriginum,,,,
Malacothamnus_clementinus,,,,
Malacothamnus_davidsonii,,,,
Malacothamnus_densiflorus,,,,
Malacothamnus_fasciculatus,,,,
Malacothamnus_fremontii,,,,
Malacothamnus_hallii,,,,
Malacothamnus_jonesii,,,,
Malacothamnus_marrubioides,,,,
Malacothamnus_orbiculatus,,,,
Malacothamnus_palmeri,,,,
Atrichoseris_platyphylla,,,,
Malacothrix_clevelandii,,,,
Malacothrix_coulteri,,,,
Malacothrix_floccifera,,,,
Malacothrix_foliosa,,,,
Malacothrix_incana,,,,
Malacothrix_indecora,,,,
Malacothrix_junakii,,,,
Malacothrix_phaeocarpa,,,,
Malacothrix_similis,,,,
Malacothrix_squalida,,,,
Malacothrix_stebbinsii,,,,
Anisocoma_acaulis,,,,
Calycoseris_parryi,,,,
Calycoseris_wrightii,,,,
Malacothrix_californica,,,,
Malacothrix_glabrata,,,,
Malacothrix_saxatilis,,,AF218335.1,
Malacothrix_sonchoides,,,,
Malacothrix_torreyi,,,,
Malaxis_monophyllos,,,,
Malosma_laurina,,,AY643121.1,
Malperia_tenuis,,,,
Malus_fusca,,,,
Malva_assurgentiflora,,,EU346819.1,
Malvella_leprosa,,,,
Mammillaria_dioica,,,,
Mammillaria_grahamii,,,,
Mammillaria_tetrancistra,,,,
Marah_fabacea,,,,
Marah_horrida,,,,
Marah_macrocarpa,AF008956.1,AY968439.1,AY968506.1,
Marah_oregana,,,,
Marah_watsonii,,,,
Marina_orcuttii,,,,
Marina_parryi,,,,
Marsilea_oligospora,,DQ643280.1,,
Marsilea_vestita,,DQ643285.1,,
Matelea_parvifolia,,,,
Matricaria_occidentalis,,,,
Maurandella_antirrhiniflora,,,AJ250387.1,
Meconella_californica,,,,
Meconella_denticulata,,,,
Meconella_oregana,,,,
Melica_aristata,,,,
Melica_bulbosa,,,,
Melica_californica,,,,
Melica_frutescens,,,,
Melica_fugax,,,,
Melica_geyeri,,,,
Melica_harfordii,,,,
Melica_imperfecta,,,,
Melica_spectabilis,,,,
Melica_stricta,,,,
Melica_subulata,,,,
Melica_torreyana,,,,
Menodora_scabra,,,,
Menodora_spinescens,,,DQ673272.1,
Mentha_canadensis,,,,
Mentzelia_inyoensis,,,,
Mentzelia_laevicaulis,,,FJ917851.1,
Mentzelia_longiloba,,,,
Mentzelia_oreophila,,,,
Mentzelia_polita,,,,
Mentzelia_pterosperma,,,,
Mentzelia_puberula,,,,
Mentzelia_hirsutissima,,,,
Mentzelia_involucrata,,,FJ917852.1,
Mentzelia_reflexa,,,,
Mentzelia_tricuspis,,,FJ917853.1,
Mentzelia_tridentata,,,,
Mentzelia_torreyi,,,FJ917848.1,
Mentzelia_affinis,,,FJ917856.1,
Mentzelia_albicaulis,,,FJ917860.1,
Mentzelia_congesta,,,FJ917870.1,
Mentzelia_crocea,,,FJ917874.1,
Mentzelia_desertorum,,,FJ917879.1,
Mentzelia_dispersa,,JF298869.1,JF321101.1,
Mentzelia_eremophila,,,FJ917882.1,
Mentzelia_gracilenta,,,FJ917886.1,
Mentzelia_jonesii,,,FJ917892.1,
Mentzelia_lindleyi,AJ235987.1,AJ236235.1,AJ236261.1,
Mentzelia_micrantha,,,FJ917896.1,
Mentzelia_montana,,,FJ917931.1,
Mentzelia_nitens,,,FJ917913.1,
Mentzelia_obscura,,,FJ917919.1,
Mentzelia_pectinata,,,FJ917925.1,
Mentzelia_ravenii,,,FJ917927.1,
Mentzelia_veatchiana,,,FJ917938.1,
